Gene symbol,Count All BIOGRID Interactions,Gene name,Relation to ALS,Count Left Interactions,Count Right Interactions
RCVRN,1.0,,,1.0,0.0
RAB21,1.0,,,0.0,1.0
RCOR1,1.0,,,0.0,1.0
TFAM,1.0,,,1.0,0.0
TMEM79,1.0,,,0.0,1.0
ZNF17,1.0,,,0.0,1.0
TMCC1,1.0,,,0.0,1.0
ZNF181,1.0,,,0.0,1.0
ZNF184,1.0,,,0.0,1.0
TMEM67,1.0,,,1.0,0.0
ZNF74,1.0,,,0.0,1.0
TFDP2,1.0,,,0.0,1.0
RAB29,1.0,,,1.0,0.0
ZNF185,1.0,,,0.0,1.0
TMEM65,1.0,,,0.0,1.0
TERT,1.0,,,0.0,1.0
ZNF124,1.0,,,0.0,1.0
TMEM237,1.0,,,0.0,1.0
RAB11FIP5,1.0,,,0.0,1.0
TOX,1.0,,,0.0,1.0
ZNF791,1.0,,,0.0,1.0
ZNF79,1.0,,,0.0,1.0
ZNF783,1.0,,,0.0,1.0
TEC,1.0,,,0.0,1.0
ZMYM5,1.0,,,1.0,0.0
ZMYM6,1.0,,,0.0,1.0
TELO2,1.0,,,0.0,1.0
ZMYND19,1.0,,,1.0,0.0
RERE,1.0,,,1.0,0.0
TMOD2,1.0,,,0.0,1.0
REPS2,1.0,,,0.0,1.0
ZNF778,1.0,,,0.0,1.0
RELN,1.0,,,0.0,1.0
ZNF768,1.0,,,0.0,1.0
TENM3,1.0,,,0.0,1.0
ZNF106,1.0,,,0.0,1.0
REEP5,1.0,,,0.0,1.0
TP53I11,1.0,,,0.0,1.0
TERC,1.0,,,0.0,1.0
TMOD1,1.0,,,0.0,1.0
TP53INP1,1.0,,,1.0,0.0
ZNF12,1.0,,,0.0,1.0
ZNF767P,1.0,,,0.0,1.0
RECK,1.0,,,1.0,0.0
RAB33A,1.0,,,0.0,1.0
RAB37,1.0,,,0.0,1.0
ZNF189,1.0,,,0.0,1.0
ZNF197,1.0,,,0.0,1.0
TGFB2,1.0,,,0.0,1.0
TGIF1,1.0,,,0.0,1.0
ZNF276,1.0,,,0.0,1.0
TPI1P1,1.0,,,0.0,1.0
RBM4B,1.0,,,0.0,1.0
RBM48,1.0,,,0.0,1.0
TRIAP1,1.0,,,0.0,1.0
RAB43,1.0,,,0.0,1.0
TMEM258,1.0,,,1.0,0.0
ZNF280C,1.0,,,0.0,1.0
RBM41,1.0,,,1.0,0.0
TMEM256,1.0,,,0.0,1.0
ZNF669,1.0,,,0.0,1.0
ZNF668,1.0,,,0.0,1.0
ZNF646,1.0,,,0.0,1.0
TGM5,1.0,,,1.0,0.0
TPM3P4,1.0,,,0.0,1.0
TREM2,1.0,,,1.0,0.0
ZNF281,1.0,,,0.0,1.0
RBM28,1.0,,,0.0,1.0
RBM27,1.0,,,0.0,1.0
RAB6B,1.0,,,0.0,1.0
ZNF628,1.0,,,0.0,1.0
THADA,1.0,,,0.0,1.0
ZNF282,1.0,,,0.0,1.0
TPGS2,1.0,,,0.0,1.0
RAB3A,1.0,,,0.0,1.0
ZNF696,1.0,,,0.0,1.0
ZNF217,1.0,,,1.0,0.0
RCC2,1.0,,,0.0,1.0
TRIM2,1.0,,,0.0,1.0
RAB38,1.0,,,0.0,1.0
RCC1,1.0,,,1.0,0.0
TFEB,1.0,,,1.0,0.0
TMEM54,1.0,,,0.0,1.0
RAB39A,1.0,,,0.0,1.0
TFEC,1.0,,,0.0,1.0
TMEM50A,1.0,,,0.0,1.0
TFF3,1.0,,,1.0,0.0
TRIM17,1.0,,,0.0,1.0
TMEM43,1.0,,,0.0,1.0
RBMS2,1.0,,,0.0,1.0
RBSN,1.0,,,0.0,1.0
ZNF711,1.0,,,0.0,1.0
ZNF23,1.0,,,1.0,0.0
ZNF236,1.0,,,0.0,1.0
TRIM16,1.0,,,1.0,0.0
TRIM15,1.0,,,1.0,0.0
TMEM37,1.0,,,1.0,0.0
TG,1.0,,,0.0,1.0
RBMS3,1.0,,,0.0,1.0
ZNF70,1.0,,,1.0,0.0
TRIM14,1.0,,,0.0,1.0
TAS2R14,1.0,,,0.0,1.0
SKIL,1.0,,,0.0,1.0
TARSL2,1.0,,,1.0,0.0
VPS45,1.0,,,1.0,0.0
VWCE,1.0,,,1.0,0.0
SNRNP27,1.0,,,1.0,0.0
VWA8,1.0,,,1.0,0.0
VWA5A,1.0,,,1.0,0.0
VTI1A,1.0,,,0.0,1.0
VTA1,1.0,,,0.0,1.0
VSTM2L,1.0,,,0.0,1.0
VSNL1,1.0,,,0.0,1.0
VSIG1,1.0,,,1.0,0.0
SNORA81,1.0,,,0.0,1.0
VRTN,1.0,,,1.0,0.0
SNHG5,1.0,,,0.0,1.0
SNHG21,1.0,,,0.0,1.0
VPS8,1.0,,,0.0,1.0
SNF8,1.0,,,0.0,1.0
SNRNP40,1.0,,,0.0,1.0
WARS,1.0,,,1.0,0.0
UBTF,1.0,,,0.0,1.0
WDR11,1.0,,,0.0,1.0
WDR33,1.0,,,0.0,1.0
SNTB1,1.0,,,0.0,1.0
WDR3,1.0,,,0.0,1.0
UBN2,1.0,,,0.0,1.0
WDR19,1.0,,,0.0,1.0
WDR18,1.0,,,0.0,1.0
WDR1,1.0,,,0.0,1.0
UBR7,1.0,,,0.0,1.0
WDFY1,1.0,,,0.0,1.0
WBSCR27,1.0,,,0.0,1.0
WBSCR16,1.0,,,0.0,1.0
SNRPEP2,1.0,,,0.0,1.0
UBR1,1.0,,,0.0,1.0
UBR3,1.0,,,1.0,0.0
SNAPIN,1.0,,,0.0,1.0
VPS41,1.0,,,0.0,1.0
SNUPN,1.0,,,1.0,0.0
SNAP91,1.0,,,0.0,1.0
SEL1L,1.0,,,0.0,1.0
UFM1,1.0,,,0.0,1.0
SELE,1.0,,,0.0,1.0
SELENBP1,1.0,,,1.0,0.0
UFSP1,1.0,,,1.0,0.0
VPS26A,1.0,,,0.0,1.0
VPS25,1.0,,,0.0,1.0
SELM,1.0,,,0.0,1.0
SMIM11,1.0,,,0.0,1.0
VPS18,1.0,,,1.0,0.0
SEMA3A,1.0,,,0.0,1.0
SEMA5B,1.0,,,0.0,1.0
SEMA6D,1.0,,,0.0,1.0
VPS16,1.0,,,0.0,1.0
SMIM1,1.0,,,0.0,1.0
SMIM12,1.0,,,1.0,0.0
SEH1L,1.0,,,1.0,0.0
UFL1,1.0,,,0.0,1.0
SMPD3,1.0,,,1.0,0.0
VPS37B,1.0,,,0.0,1.0
SNAP47,1.0,,,0.0,1.0
VPS37A,1.0,,,0.0,1.0
SMURF2,1.0,,,1.0,0.0
SEC24C,1.0,,,0.0,1.0
SMUG1,1.0,,,0.0,1.0
SMPD1,1.0,,,0.0,1.0
SECISBP2L,1.0,,,0.0,1.0
SEC61A2,1.0,,,0.0,1.0
SEC61B,1.0,,,1.0,0.0
UEVLD,1.0,,,0.0,1.0
UFC1,1.0,,,0.0,1.0
SMIM20,1.0,,,0.0,1.0
SECISBP2,1.0,,,0.0,1.0
UBIAD1,1.0,,,1.0,0.0
WDR36,1.0,,,0.0,1.0
TARS2,1.0,,,0.0,1.0
SCGB1D1,1.0,,,1.0,0.0
SBDS,1.0,,,0.0,1.0
SCAF11,1.0,,,0.0,1.0
SCAF4,1.0,,,1.0,0.0
SCAI,1.0,,,0.0,1.0
SPAG8,1.0,,,0.0,1.0
SPAG7,1.0,,,0.0,1.0
SCARNA1,1.0,,,0.0,1.0
SPAG5,1.0,,,0.0,1.0
SPAG11B,1.0,,,1.0,0.0
UBE2D4,1.0,,,0.0,1.0
SP3,1.0,,,0.0,1.0
SP110,1.0,,,0.0,1.0
SOX7,1.0,,,0.0,1.0
SOX6,1.0,,,0.0,1.0
SCG3,1.0,,,0.0,1.0
SPARCL1,1.0,,,0.0,1.0
SPAST,1.0,spastin,Tenuous,0.0,1.0
SASH1,1.0,,,1.0,0.0
SPECC1L,1.0,,,0.0,1.0
WDR91,1.0,,,0.0,1.0
SAP25,1.0,,,1.0,0.0
WDR90,1.0,,,0.0,1.0
SAPCD1,1.0,,,0.0,1.0
SPEN,1.0,,,0.0,1.0
SPEG,1.0,,,0.0,1.0
SAR1B,1.0,,,0.0,1.0
SPATA6,1.0,,,0.0,1.0
SPDEF,1.0,,,0.0,1.0
UBE2B,1.0,,,1.0,0.0
SPATS2L,1.0,,,0.0,1.0
SPATS1,1.0,,,1.0,0.0
SPATC1L,1.0,,,1.0,0.0
SPATA7,1.0,,,0.0,1.0
SOX3,1.0,,,0.0,1.0
SCGB2B2,1.0,,,0.0,1.0
WDR37,1.0,,,0.0,1.0
SOX13,1.0,,,0.0,1.0
SCYL2,1.0,,,0.0,1.0
SDAD1,1.0,,,0.0,1.0
SNX27,1.0,,,0.0,1.0
SNX22,1.0,,,0.0,1.0
SNX21,1.0,,,1.0,0.0
SDF2,1.0,,,1.0,0.0
WDR43,1.0,,,0.0,1.0
SNX18,1.0,,,0.0,1.0
SNX14,1.0,,,0.0,1.0
SNX1,1.0,,,0.0,1.0
SDR39U1,1.0,,,0.0,1.0
UBE3D,1.0,,,1.0,0.0
SDR42E2,1.0,,,0.0,1.0
SEC14L1,1.0,,,0.0,1.0
SEC14L2,1.0,,,0.0,1.0
SCRN3,1.0,,,0.0,1.0
SOCS5,1.0,,,0.0,1.0
WDR46,1.0,,,0.0,1.0
SORBS3,1.0,,,0.0,1.0
SOX11,1.0,,,0.0,1.0
SOX1,1.0,,,0.0,1.0
UBE2K,1.0,,,1.0,0.0
UBE2MP1,1.0,,,0.0,1.0
WDR73,1.0,,,0.0,1.0
SORCS3,1.0,,,0.0,1.0
SCN1A,1.0,,,0.0,1.0
UBE2T,1.0,,,0.0,1.0
WDR62,1.0,,,0.0,1.0
WDR61,1.0,,,0.0,1.0
WDR6,1.0,,,0.0,1.0
UBE2NL,1.0,,,0.0,1.0
SCO2,1.0,,,0.0,1.0
UBE2S,1.0,,,0.0,1.0
SEMG1,1.0,,,1.0,0.0
SEPHS2,1.0,,,0.0,1.0
SEPT7,1.0,,,0.0,1.0
SLC25A19,1.0,,,0.0,1.0
USP6,1.0,,,0.0,1.0
SGTB,1.0,,,1.0,0.0
SH2B1,1.0,,,0.0,1.0
SH2B2,1.0,,,0.0,1.0
SH2B3,1.0,,,0.0,1.0
SLC2A4RG,1.0,,,0.0,1.0
SH3BGRL,1.0,,,1.0,0.0
SLC2A12,1.0,,,1.0,0.0
SH3GL1,1.0,,,0.0,1.0
SLC29A1,1.0,,,0.0,1.0
SH3GLB2,1.0,,,0.0,1.0
UQCRQ,1.0,,,0.0,1.0
URB2,1.0,,,0.0,1.0
USF1,1.0,,,0.0,1.0
SLC25A25,1.0,,,0.0,1.0
SGSH,1.0,,,0.0,1.0
SLC31A1,1.0,,,1.0,0.0
SLC31A2,1.0,,,1.0,0.0
SFXN2,1.0,,,1.0,0.0
SFSWAP,1.0,,,0.0,1.0
SFTPA2,1.0,,,1.0,0.0
SLC38A9,1.0,,,0.0,1.0
SLC38A7,1.0,,,1.0,0.0
SLC35F2,1.0,,,0.0,1.0
USP9Y,1.0,,,0.0,1.0
SFXN4,1.0,,,0.0,1.0
SLC33A1,1.0,,,1.0,0.0
SFXN5,1.0,,,0.0,1.0
SGIP1,1.0,,,0.0,1.0
SLC35B4,1.0,,,0.0,1.0
SLC35A3,1.0,,,0.0,1.0
SGK223,1.0,,,1.0,0.0
SLC35A2,1.0,,,0.0,1.0
SLC25A23,1.0,,,0.0,1.0
SLC25A10,1.0,,,0.0,1.0
SEPT8,1.0,,,0.0,1.0
USHBP1,1.0,,,0.0,1.0
SLC16A1,1.0,,,0.0,1.0
SIM2,1.0,,,1.0,0.0
USP4,1.0,,,0.0,1.0
SLC12A4,1.0,,,0.0,1.0
SLC10A6,1.0,,,0.0,1.0
SIRT3,1.0,,,1.0,0.0
SLC10A3,1.0,,,0.0,1.0
SIVA1,1.0,,,0.0,1.0
SKA1,1.0,,,0.0,1.0
SKA2,1.0,,,0.0,1.0
SLAIN2,1.0,,,0.0,1.0
SLA2,1.0,,,0.0,1.0
SLA,1.0,,,0.0,1.0
USP21,1.0,,,1.0,0.0
USP28,1.0,,,0.0,1.0
SLC16A2,1.0,,,0.0,1.0
SIK1,1.0,,,1.0,0.0
SLC18A1,1.0,,,1.0,0.0
SLC22A11,1.0,,,0.0,1.0
SLC22A9,1.0,,,1.0,0.0
SHD,1.0,,,0.0,1.0
SHE,1.0,,,0.0,1.0
SLC22A24,1.0,,,0.0,1.0
USP5,1.0,,,0.0,1.0
SHKBP1,1.0,,,0.0,1.0
SHMT1,1.0,,,1.0,0.0
SIGLECL1,1.0,,,1.0,0.0
USP47,1.0,,,1.0,0.0
SHOC2,1.0,,,0.0,1.0
USP43,1.0,,,1.0,0.0
SLC22A1,1.0,,,1.0,0.0
USP1,1.0,,,1.0,0.0
SIGLEC12,1.0,,,1.0,0.0
UQCC1,1.0,,,0.0,1.0
UPK1B,1.0,,,1.0,0.0
SLC39A7,1.0,,,0.0,1.0
UTP14A,1.0,,,0.0,1.0
SERPINB11,1.0,,,1.0,0.0
SERPINB12,1.0,,,0.0,1.0
SERPINB3,1.0,,,0.0,1.0
VIL1,1.0,,,0.0,1.0
UHRF1BP1L,1.0,,,0.0,1.0
VENTX,1.0,,,1.0,0.0
SMARCD3,1.0,,,0.0,1.0
SMARCD2,1.0,,,0.0,1.0
SERPINE2,1.0,,,0.0,1.0
SERPING1,1.0,,,1.0,0.0
ULBP3,1.0,,,0.0,1.0
ULK2,1.0,,,0.0,1.0
VDAC1P1,1.0,,,0.0,1.0
SERTAD3,1.0,,,1.0,0.0
SESN1,1.0,,,1.0,0.0
SERPINA3,1.0,,,0.0,1.0
VIP,1.0,,,1.0,0.0
VIPR1,1.0,,,0.0,1.0
UGP2,1.0,,,0.0,1.0
SMG6,1.0,,,1.0,0.0
SMG5,1.0,,,0.0,1.0
SEPT9,1.0,,,1.0,0.0
SMG1,1.0,,,0.0,1.0
SMEK1,1.0,,,0.0,1.0
SMDT1,1.0,,,0.0,1.0
SMCP,1.0,,,0.0,1.0
SERP2,1.0,,,0.0,1.0
SMCO3,1.0,,,1.0,0.0
SMCHD1,1.0,,,0.0,1.0
SMC6,1.0,,,1.0,0.0
SERF1A,1.0,,,0.0,1.0
VMP1,1.0,,,0.0,1.0
SERHL2,1.0,,,1.0,0.0
SMARCAL1,1.0,,,0.0,1.0
VCAN,1.0,,,0.0,1.0
UMAD1,1.0,,,0.0,1.0
SLC4A7,1.0,,,0.0,1.0
UPF3A,1.0,,,0.0,1.0
SLC6A13,1.0,,,0.0,1.0
SLC5A8,1.0,,,1.0,0.0
SLC51A,1.0,,,0.0,1.0
VAMP3,1.0,,,0.0,1.0
SLC4A8,1.0,,,1.0,0.0
UVRAG,1.0,,,0.0,1.0
SLC7A5,1.0,,,0.0,1.0
SLC4A1AP,1.0,,,0.0,1.0
UTP6,1.0,,,0.0,1.0
SF3B5,1.0,,,1.0,0.0
SF3B6,1.0,,,1.0,0.0
SLC39A9,1.0,,,1.0,0.0
SLC39A8,1.0,,,1.0,0.0
VAMP4,1.0,,,1.0,0.0
SLC9A1,1.0,,,0.0,1.0
SETD2,1.0,,,0.0,1.0
SLX4,1.0,,,1.0,0.0
SETD5,1.0,,,0.0,1.0
SETD6,1.0,,,0.0,1.0
SETD7,1.0,,,1.0,0.0
SMAD7,1.0,,,1.0,0.0
SMAD5,1.0,,,1.0,0.0
UNC5C,1.0,,,0.0,1.0
SLX1B,1.0,,,1.0,0.0
UPF2,1.0,,,0.0,1.0
VARS2,1.0,,,0.0,1.0
SETMAR,1.0,,,1.0,0.0
VARS,1.0,,,0.0,1.0
UNG,1.0,,,0.0,1.0
SLITRK1,1.0,,,1.0,0.0
VAPB,1.0,VAMP associated protein B and C,Definitive ALS gene,1.0,0.0
SAMHD1,1.0,,,1.0,0.0
SPHK2,1.0,,,1.0,0.0
WFDC10B,1.0,,,1.0,0.0
RPL36A,1.0,,,0.0,1.0
ZBTB7B,1.0,,,0.0,1.0
ZBTB48,1.0,,,0.0,1.0
SUMO1P3,1.0,,,0.0,1.0
SUMO1P1,1.0,,,0.0,1.0
TSHB,1.0,,,1.0,0.0
SULT1A3,1.0,,,0.0,1.0
ZBTB44,1.0,,,0.0,1.0
ZBTB42,1.0,,,1.0,0.0
TSN,1.0,,,0.0,1.0
SULT1A1,1.0,,,1.0,0.0
ZBTB26,1.0,,,0.0,1.0
RPL35A,1.0,,,0.0,1.0
SUGT1,1.0,,,0.0,1.0
SUGP1,1.0,,,0.0,1.0
SUFU,1.0,,,1.0,0.0
SUMO2P1,1.0,,,0.0,1.0
ZBTB8B,1.0,,,0.0,1.0
SUN1,1.0,,,0.0,1.0
SUPT6H,1.0,,,0.0,1.0
TRRAP,1.0,,,0.0,1.0
ZC3H15,1.0,,,0.0,1.0
SURF6,1.0,,,1.0,0.0
ZC3H14,1.0,,,0.0,1.0
SURF2,1.0,,,0.0,1.0
SURF1,1.0,,,1.0,0.0
ZC3H12A,1.0,,,0.0,1.0
RPL23AP5,1.0,,,0.0,1.0
SUPT20H,1.0,,,0.0,1.0
SUPT16HP1,1.0,,,0.0,1.0
TSC22D4,1.0,,,0.0,1.0
SUOX,1.0,,,1.0,0.0
TSEN34,1.0,,,0.0,1.0
ZC2HC1A,1.0,,,0.0,1.0
SUCO,1.0,,,0.0,1.0
ZBTB22,1.0,,,0.0,1.0
YTHDC1,1.0,,,0.0,1.0
RPL37,1.0,,,1.0,0.0
RPLP1,1.0,,,0.0,1.0
STRN,1.0,,,0.0,1.0
TTBK1,1.0,,,1.0,0.0
STK40,1.0,,,1.0,0.0
RPLP2P3,1.0,,,0.0,1.0
SKIV2L,1.0,,,0.0,1.0
RPRD1A,1.0,,,0.0,1.0
RPRD2,1.0,,,0.0,1.0
STK38L,1.0,,,1.0,0.0
RPS10P11,1.0,,,0.0,1.0
RPS10P13,1.0,,,0.0,1.0
RPS10P22,1.0,,,0.0,1.0
RPS10P4,1.0,,,0.0,1.0
RPS10P7,1.0,,,0.0,1.0
RPS12,1.0,,,0.0,1.0
STRN3,1.0,,,1.0,0.0
RPLP0P6,1.0,,,0.0,1.0
RPLP0P3,1.0,,,0.0,1.0
STXBP6,1.0,,,1.0,0.0
RPL37A,1.0,,,0.0,1.0
SUCLA2,1.0,,,0.0,1.0
RPL39,1.0,,,1.0,0.0
ZBTB14,1.0,,,0.0,1.0
TSPAN9,1.0,,,0.0,1.0
ZBTB10,1.0,,,1.0,0.0
TSPO,1.0,,,0.0,1.0
TST,1.0,,,0.0,1.0
ZAP70,1.0,,,0.0,1.0
STX4,1.0,,,1.0,0.0
RPL7L1,1.0,,,0.0,1.0
STX2,1.0,,,1.0,0.0
TSR2,1.0,,,1.0,0.0
RPLP0P2,1.0,,,0.0,1.0
TRPV5,1.0,,,0.0,1.0
RPL12P6,1.0,,,0.0,1.0
TRPS1,1.0,,,0.0,1.0
RPL12P35,1.0,,,0.0,1.0
TRMT1,1.0,,,0.0,1.0
RNF5,1.0,,,0.0,1.0
TRMT2A,1.0,,,0.0,1.0
RNF7,1.0,,,0.0,1.0
TRMT44,1.0,,,0.0,1.0
TRMT61B,1.0,,,0.0,1.0
TADA3,1.0,,,1.0,0.0
TACR1,1.0,,,1.0,0.0
RNMT,1.0,,,0.0,1.0
RNPEP,1.0,,,0.0,1.0
TACC3,1.0,,,1.0,0.0
ZFP30,1.0,,,0.0,1.0
RNU11,1.0,,,0.0,1.0
ZFAND5,1.0,,,1.0,0.0
RNU2-1,1.0,,,0.0,1.0
TAF1A,1.0,,,0.0,1.0
TAF1C,1.0,,,0.0,1.0
TAF6,1.0,,,0.0,1.0
ZFP91,1.0,,,0.0,1.0
RNF183,1.0,,,0.0,1.0
ZFR2,1.0,,,0.0,1.0
TARBP1,1.0,,,0.0,1.0
TAP2,1.0,,,0.0,1.0
TAOK2,1.0,,,0.0,1.0
TAOK1,1.0,,,0.0,1.0
RNF20,1.0,,,1.0,0.0
RNF220,1.0,,,0.0,1.0
TAMM41,1.0,,,0.0,1.0
TRIP12,1.0,,,0.0,1.0
ZFP69B,1.0,,,0.0,1.0
TAF6L,1.0,,,0.0,1.0
RNF216,1.0,,,1.0,0.0
RNF219,1.0,,,1.0,0.0
RNU4-1,1.0,,,0.0,1.0
ROBO1,1.0,,,0.0,1.0
SYTL2,1.0,,,0.0,1.0
SYCE3,1.0,,,1.0,0.0
RPH3A,1.0,,,1.0,0.0
SYN1,1.0,,,1.0,0.0
SYMPK,1.0,,,0.0,1.0
ZC4H2,1.0,,,1.0,0.0
SYF2,1.0,,,0.0,1.0
RPL10L,1.0,,,0.0,1.0
ZC3HAV1L,1.0,,,0.0,1.0
TRPM4,1.0,,,0.0,1.0
RPL12P14,1.0,,,0.0,1.0
SV2A,1.0,,,0.0,1.0
RPL12P19,1.0,,,0.0,1.0
RPL12P2,1.0,,,0.0,1.0
RPL12P32,1.0,,,0.0,1.0
ZC3H7B,1.0,,,0.0,1.0
ZCCHC10,1.0,,,0.0,1.0
ZCCHC13,1.0,,,0.0,1.0
ROCK1,1.0,,,0.0,1.0
SYNPO2,1.0,,,1.0,0.0
ROCK2,1.0,,,0.0,1.0
ROGDI,1.0,,,0.0,1.0
SYT6,1.0,,,0.0,1.0
ZDHHC3,1.0,,,0.0,1.0
SYS1,1.0,,,0.0,1.0
ZDHHC22,1.0,,,0.0,1.0
TRPC4,1.0,,,1.0,0.0
TRPM3,1.0,,,0.0,1.0
SYNM,1.0,,,0.0,1.0
RPAIN,1.0,,,0.0,1.0
RPAP1,1.0,,,1.0,0.0
RPE,1.0,,,0.0,1.0
SYNJ2BP-COX16,1.0,,,0.0,1.0
ZCCHC6,1.0,,,0.0,1.0
STK16,1.0,,,0.0,1.0
YPEL1,1.0,,,0.0,1.0
WFDC2,1.0,,,1.0,0.0
WNK2,1.0,,,0.0,1.0
RSPH14,1.0,,,1.0,0.0
RSPRY1,1.0,,,1.0,0.0
SRI,1.0,,,1.0,0.0
RSRP1,1.0,,,0.0,1.0
RSU1,1.0,,,0.0,1.0
WNT10A,1.0,,,0.0,1.0
RTN1,1.0,,,1.0,0.0
RTN2,1.0,,,0.0,1.0
RTP5,1.0,,,0.0,1.0
WNK4,1.0,,,0.0,1.0
TXNDC16,1.0,,,1.0,0.0
TXNDC9,1.0,,,1.0,0.0
RUFY1,1.0,,,1.0,0.0
SRGAP3,1.0,,,0.0,1.0
TXNL4B,1.0,,,0.0,1.0
WNT16,1.0,,,0.0,1.0
TXK,1.0,,,0.0,1.0
RSL24D1,1.0,,,0.0,1.0
TVP23B,1.0,,,0.0,1.0
TUBGCP3,1.0,,,1.0,0.0
TVP23A,1.0,,,0.0,1.0
WRAP73,1.0,,,1.0,0.0
WRAP53,1.0,,,0.0,1.0
RREB1,1.0,,,1.0,0.0
SRR,1.0,,,1.0,0.0
RRP15,1.0,,,0.0,1.0
RSL1D1,1.0,,,0.0,1.0
RRP9,1.0,,,0.0,1.0
RSBN1,1.0,,,0.0,1.0
TWIST1,1.0,,,1.0,0.0
RSC1A1,1.0,,,1.0,0.0
TWISTNB,1.0,,,0.0,1.0
WNT7A,1.0,,,1.0,0.0
SRGAP2B,1.0,,,0.0,1.0
SRGAP2,1.0,,,0.0,1.0
TTC25,1.0,,,1.0,0.0
TXNRD2,1.0,,,0.0,1.0
SPOCK3,1.0,,,0.0,1.0
S100PBP,1.0,,,0.0,1.0
UBAC1,1.0,,,1.0,0.0
SPOCD1,1.0,,,0.0,1.0
S1PR1,1.0,,,0.0,1.0
S1PR2,1.0,,,1.0,0.0
SACS,1.0,,,0.0,1.0
SPINT1,1.0,,,1.0,0.0
WIPI1,1.0,,,1.0,0.0
SALL2,1.0,,,0.0,1.0
SPIN1,1.0,,,0.0,1.0
SPIDR,1.0,,,0.0,1.0
SAMD4A,1.0,,,1.0,0.0
WHSC1L1,1.0,,,1.0,0.0
SAMD4B,1.0,,,1.0,0.0
UBA6,1.0,,,1.0,0.0
S100A8,1.0,,,1.0,0.0
WLS,1.0,,,0.0,1.0
SPTLC1,1.0,,,0.0,1.0
RUSC1,1.0,,,0.0,1.0
TYK2,1.0,,,1.0,0.0
RUSC2,1.0,,,0.0,1.0
SRBD1,1.0,,,0.0,1.0
SQRDL,1.0,,,0.0,1.0
SPTLC2,1.0,,,0.0,1.0
SPTBN2,1.0,,,0.0,1.0
S100A6,1.0,,,0.0,1.0
RYR2,1.0,,,1.0,0.0
SPRYD7,1.0,,,0.0,1.0
SPRY2,1.0,,,0.0,1.0
RYR3,1.0,,,0.0,1.0
S100A13,1.0,,,0.0,1.0
S100A4,1.0,,,1.0,0.0
RPUSD3,1.0,,,0.0,1.0
TUBG1,1.0,,,1.0,0.0
TUBD1,1.0,,,0.0,1.0
TUBB8,1.0,,,0.0,1.0
STARD9,1.0,,,0.0,1.0
STARD7,1.0,,,0.0,1.0
STARD3,1.0,,,0.0,1.0
STAMBPL1,1.0,,,0.0,1.0
RPS29,1.0,,,0.0,1.0
STAMBP,1.0,,,0.0,1.0
TTC7A,1.0,,,0.0,1.0
STAG3L3,1.0,,,0.0,1.0
RPS4Y1,1.0,,,0.0,1.0
RPS4Y2,1.0,,,0.0,1.0
YARS,1.0,,,0.0,1.0
STAC2,1.0,,,0.0,1.0
RPS6KA2,1.0,,,1.0,0.0
ST6GALNAC6,1.0,,,0.0,1.0
TTI2,1.0,,,0.0,1.0
YIF1A,1.0,,,0.0,1.0
YIPF1,1.0,,,0.0,1.0
RPS25P8,1.0,,,0.0,1.0
STIL,1.0,,,1.0,0.0
TTC26,1.0,,,1.0,0.0
STIM2,1.0,,,0.0,1.0
TTC3,1.0,,,0.0,1.0
STIM1,1.0,,,0.0,1.0
RPS18P12,1.0,,,0.0,1.0
RPS18P5,1.0,,,0.0,1.0
RPS19BP1,1.0,,,1.0,0.0
YIPF3,1.0,,,1.0,0.0
STATH,1.0,,,0.0,1.0
RPS19P3,1.0,,,0.0,1.0
STAT6,1.0,,,0.0,1.0
YIPF5,1.0,,,1.0,0.0
TTC37,1.0,,,0.0,1.0
TTC39A,1.0,,,1.0,0.0
TTR,1.0,,,1.0,0.0
YAE1D1,1.0,,,1.0,0.0
ST3GAL4,1.0,,,0.0,1.0
TUBB4A,1.0,,,1.0,0.0
RPSAP58,1.0,,,0.0,1.0
XPNPEP3,1.0,,,0.0,1.0
RPSAP61,1.0,,,0.0,1.0
RPSAP8,1.0,,,0.0,1.0
SSBP2,1.0,,,0.0,1.0
RPSAP9,1.0,,,0.0,1.0
TUBB7P,1.0,,,0.0,1.0
RPSAP29,1.0,,,0.0,1.0
XPC,1.0,,,0.0,1.0
XIRP1,1.0,,,1.0,0.0
SS18,1.0,,,0.0,1.0
XBP1,1.0,,,0.0,1.0
RPUSD1,1.0,,,0.0,1.0
WWTR1,1.0,,,0.0,1.0
XPO4,1.0,,,0.0,1.0
SSBP4,1.0,,,0.0,1.0
RPS6KC1,1.0,,,0.0,1.0
TUBA8,1.0,,,0.0,1.0
XRCC6BP1,1.0,,,0.0,1.0
ST3GAL3,1.0,,,0.0,1.0
XPOT,1.0,,,1.0,0.0
TUBA4B,1.0,,,1.0,0.0
XPO7,1.0,,,0.0,1.0
SSRP1,1.0,,,0.0,1.0
SSR2,1.0,,,0.0,1.0
RPSAP19,1.0,,,0.0,1.0
RPSAP12,1.0,,,0.0,1.0
SSR1,1.0,,,0.0,1.0
SSH3,1.0,,,0.0,1.0
XPO5,1.0,,,0.0,1.0
RPSAP15,1.0,,,0.0,1.0
RPSAP18,1.0,,,0.0,1.0
SIKE1,1.0,,,0.0,1.0
A1BG,1.0,,,0.0,1.0
PUM2,1.0,,,0.0,1.0
DIXDC1,1.0,,,0.0,1.0
DHODH,1.0,,,0.0,1.0
DHRS4,1.0,,,0.0,1.0
